year_month,avg_rating,num_ratings,rating_std,median_rating,num_users,num_movies,date,trend,rating_change,rating_pct_change,year,month,quarter,day_of_week,day_of_year,week_of_year,is_month_start,is_month_end,avg_rating_lag_1,avg_rating_lag_2,avg_rating_lag_3,avg_rating_lag_6,avg_rating_lag_12,num_ratings_lag_1,num_ratings_lag_3,num_ratings_lag_6,avg_rating_rolling_mean_3,avg_rating_rolling_std_3,avg_rating_rolling_min_3,avg_rating_rolling_max_3,avg_rating_rolling_mean_6,avg_rating_rolling_std_6,avg_rating_rolling_min_6,avg_rating_rolling_max_6,avg_rating_rolling_mean_12,avg_rating_rolling_std_12,avg_rating_rolling_min_12,avg_rating_rolling_max_12,num_ratings_rolling_mean_3,num_ratings_rolling_std_3,num_ratings_rolling_min_3,num_ratings_rolling_max_3,num_ratings_rolling_mean_6,num_ratings_rolling_std_6,num_ratings_rolling_min_6,num_ratings_rolling_max_6,cumulative_ratings,cumulative_avg_rating
2000-07,3.771507863089732,1081,1.113287774426773,4.0,12,784,2000-07-01,3.438998587779654,0.283372269869393,8.123889175070055,2000,7,3,5,183,26,1,0,3.488135593220339,3.878980891719745,2.766881028938907,3.622895622895623,3.5,1180.0,622.0,297.0,3.7128747826766055,0.2019118382582399,3.488135593220339,3.878980891719745,3.5520241689957976,0.4111597532898312,2.766881028938907,3.878980891719745,3.5286730823628236,0.3896517843049968,2.766881028938907,3.9272727272727272,806.0,564.2260185422148,157.0,1180.0,687.0,409.71453476780624,157.0,1180.0,15321,3.59637099406044
2000-08,3.057352307028892,2319,1.1518399099883987,3.0,15,1336,2000-08-01,3.445190526504866,-0.7141555560608399,-18.93554466769114,2000,8,3,1,214,31,1,0,3.771507863089732,3.488135593220339,3.878980891719745,3.594059405940594,3.0,1081.0,157.0,303.0,3.438998587779654,0.359604468188175,3.057352307028892,3.771507863089732,3.4625729858438477,0.45611093354574883,2.766881028938907,3.878980891719745,3.533452441281898,0.38287044819589583,2.766881028938907,3.9272727272727272,1526.6666666666667,687.9639040918735,1081.0,2319.0,1023.0,731.8363204979648,157.0,2319.0,17640,3.5255102040816326
2000-09,3.5067114093959733,298,1.0863192373600923,4.0,5,266,2000-09-01,3.221736914859731,0.4493591023670813,14.697655266421172,2000,9,3,4,245,35,1,0,3.057352307028892,3.771507863089732,3.488135593220339,3.8125802310654686,3.0,2319.0,1180.0,779.0,3.445190526504866,0.3610306826807353,3.057352307028892,3.771507863089732,3.411594848898931,0.42521439875612493,2.766881028938907,3.878980891719745,3.575678392064896,0.3447310922709255,2.766881028938907,3.9272727272727272,1232.6666666666667,1019.0006542359689,298.0,2319.0,942.8333333333334,788.0927398895808,157.0,2319.0,17938,3.525197903891181
2000-10,3.1011470281543274,959,1.2617666386401294,3.0,10,694,2000-10-01,3.479719750186144,-0.40556438124164584,-11.565376613398126,2000,10,4,6,275,39,1,0,3.5067114093959733,3.057352307028892,3.771507863089732,2.766881028938907,3.6920700308959837,298.0,1081.0,622.0,3.221736914859731,0.2477646893763389,3.057352307028892,3.5067114093959733,3.4673058487681683,0.3364925173809099,3.057352307028892,3.878980891719745,3.5264348085030908,0.36801292235739047,2.766881028938907,3.9272727272727272,1192.0,1030.4499017419523,298.0,2319.0,999.0,772.508899625111,157.0,2319.0,18897,3.5036778324601787
2000-11,3.8313008130081303,1476,0.9384422369874721,4.0,18,893,2000-11-01,3.276917641969407,0.7301537848538029,23.54463616929379,2000,11,4,2,306,44,1,0,3.1011470281543274,3.5067114093959733,3.057352307028892,3.878980891719745,3.9272727272727272,959.0,2319.0,157.0,3.479719750186144,0.3658244792714915,3.1011470281543274,3.8313008130081303,3.4593591689828993,0.3251993745233594,3.057352307028892,3.8313008130081303,3.5184371489810413,0.35945328614535244,2.766881028938907,3.878980891719745,911.0,590.4650709398478,298.0,1476.0,1218.8333333333333,665.1999448787308,298.0,2319.0,20373,3.5274137338634466
2000-12,2.8983050847457625,590,1.0142434726808094,3.0,9,508,2000-12-01,3.3624431583298886,-0.9329957282623678,-24.351930944566835,2000,12,4,4,336,48,1,0,3.8313008130081303,3.1011470281543274,3.5067114093959733,3.488135593220339,3.7896935933147633,1476.0,298.0,1180.0,3.276917641969407,0.4907053481975243,2.8983050847457625,3.8313008130081303,3.361054084237136,0.396167497575955,2.8983050847457625,3.8313008130081303,3.4441547732669577,0.38917658722989773,2.766881028938907,3.878980891719745,1008.3333333333334,445.055427259721,590.0,1476.0,1120.5,713.9133700947194,298.0,2319.0,20963,3.5097075800219435
2001-01,3.3577235772357725,1107,1.070034671581134,3.0,12,920,2001-01-01,3.249594095056647,0.45941849249001,15.851281319830758,2001,1,1,0,1,1,1,0,2.8983050847457625,3.8313008130081303,3.1011470281543274,3.771507863089732,3.622895622895623,590.0,959.0,1081.0,3.3624431583298886,0.46651576937252004,2.8983050847457625,3.8313008130081303,3.2920900365948094,0.3428544820115976,2.8983050847457625,3.8313008130081303,3.4220571027953035,0.38561697345294826,2.766881028938907,3.878980891719745,1057.6666666666667,445.055427259721,590.0,1476.0,1124.8333333333333,713.7045373729009,298.0,2319.0,22070,3.5020842772995016
2001-02,3.4927536231884058,69,1.0519336314028493,3.0,7,69,2001-02-01,3.256465373114366,0.13503004595263324,4.021475944836284,2001,2,1,3,32,5,1,0,3.3577235772357725,2.8983050847457625,3.8313008130081303,3.057352307028892,3.594059405940594,1107.0,1476.0,2319.0,3.249594095056647,0.3116267878430749,2.8983050847457625,3.4927536231884058,3.364656922621395,0.32903323078208213,2.8983050847457625,3.8313008130081303,3.413614954232621,0.3826062442589443,2.766881028938907,3.878980891719745,588.6666666666666,519.0012845199261,69.0,1107.0,749.8333333333334,527.6117575136728,69.0,1476.0,22139,3.502055196711685
2001-03,2.918918918918919,37,0.8937554468638493,3.0,4,37,2001-03-01,3.2705575140357754,-0.5738347042694869,-16.429292362902327,2001,3,1,3,60,9,1,0,3.4927536231884058,3.3577235772357725,2.8983050847457625,3.5067114093959733,3.8125802310654686,69.0,590.0,298.0,3.256465373114366,0.30001914086009834,2.918918918918919,3.4927536231884058,3.266691507541886,0.3639323811413744,2.8983050847457625,3.8313008130081303,3.3391431782204086,0.38485667341269114,2.766881028938907,3.878980891719745,404.3333333333333,608.7374913157013,37.0,1107.0,706.3333333333334,580.4300704362815,37.0,1476.0,22176,3.5010822510822512
2001-04,3.4,160,1.122665292280191,4.0,9,144,2001-04-01,3.325953105423304,0.48108108108108105,16.481481481481474,2001,4,2,6,91,13,1,0,2.918918918918919,3.4927536231884058,3.3577235772357725,3.1011470281543274,2.766881028938907,37.0,1107.0,959.0,3.2705575140357754,0.30803909627750364,2.918918918918919,3.4927536231884058,3.316500336182832,0.35713150330331006,2.8983050847457625,3.8313008130081303,3.3919030924755,0.3400638352378572,2.8983050847457625,3.878980891719745,88.66666666666667,63.81483631048278,37.0,160.0,573.1666666666666,602.1187313700403,37.0,1476.0,22336,3.5003581661891117
2001-05,3.6589403973509933,302,1.0719480526895686,4.0,8,283,2001-05-01,3.5526034846160566,0.2589403973509934,7.615894039735105,2001,5,2,1,121,18,1,0,3.4,2.918918918918919,3.4927536231884058,3.8313008130081303,3.878980891719745,160.0,69.0,1476.0,3.325953105423304,0.375526502503535,2.918918918918919,3.6589403973509933,3.287773600239975,0.3114510766281367,2.8983050847457625,3.6589403973509933,3.3735663846114368,0.3165304600908435,2.8983050847457625,3.8313008130081303,166.33333333333334,132.6134734230789,37.0,302.0,377.5,410.23054493784366,37.0,1107.0,22638,3.502473716759431
2001-06,3.598870056497175,177,1.0127588726617558,4.0,8,162,2001-06-01,3.591424975083994,-0.06007034085381813,-1.6417414423396393,2001,6,2,4,152,22,1,0,3.6589403973509933,3.4,2.918918918918919,2.8983050847457625,3.488135593220339,302.0,37.0,590.0,3.5526034846160566,0.1355285176643494,3.4,3.6589403973509933,3.4045344288652113,0.26393393097180123,2.918918918918919,3.6589403973509933,3.3827942565511737,0.32174533285815066,2.8983050847457625,3.8313008130081303,213.0,77.54353615873008,160.0,302.0,308.6666666666667,402.0102817922284,37.0,1107.0,22815,3.503221564760026
2001-07,3.516464471403813,577,1.0818046807188033,4.0,11,514,2001-07-01,3.6108492142183626,-0.08240558509336227,-2.289762725514144,2001,7,3,6,182,26,1,0,3.598870056497175,3.6589403973509933,3.4,3.3577235772357725,3.771507863089732,177.0,160.0,1107.0,3.591424975083994,0.07152914997791848,3.516464471403813,3.6589403973509933,3.430991244559884,0.26624909374619316,2.918918918918919,3.6589403973509933,3.3615406405773474,0.3015218242520321,2.8983050847457625,3.8313008130081303,352.0,204.63381929681165,177.0,577.0,220.33333333333334,197.9451102368203,37.0,577.0,23392,3.5035482216142273
2001-08,3.7172131147540983,244,1.1321847936931915,4.0,9,228,2001-08-01,3.6895946563788784,0.20074864335028542,5.7088204639287765,2001,8,3,2,213,31,1,0,3.516464471403813,3.598870056497175,3.6589403973509933,3.4927536231884058,3.057352307028892,577.0,302.0,69.0,3.6108492142183626,0.10090901652740003,3.516464471403813,3.7172131147540983,3.4684011598208326,0.29125736269079194,2.918918918918919,3.7172131147540983,3.4165290412211142,0.301173038703171,2.8983050847457625,3.8313008130081303,332.6666666666667,214.23429541820215,177.0,577.0,249.5,183.55680319726716,37.0,577.0,23636,3.505753934675918
2001-09,3.8351063829787235,188,1.0338865406786535,4.0,6,151,2001-09-01,3.6557840591571282,0.1178932682246252,3.1715498838818634,2001,9,3,5,244,35,1,0,3.7172131147540983,3.516464471403813,3.598870056497175,2.918918918918919,3.5067114093959733,244.0,177.0,37.0,3.6895946563788784,0.16110633564604573,3.516464471403813,3.8351063829787235,3.621099070497467,0.15283738592543916,3.4,3.8351063829787235,3.4438952890196766,0.32415546002989093,2.8983050847457625,3.8351063829787235,336.3333333333333,210.2958233853766,188.0,577.0,274.6666666666667,157.02950890411304,160.0,577.0,23824,3.5083529214237745
2001-10,3.415032679738562,306,1.1048193230720809,4.0,9,287,2001-10-01,3.6088426505353914,-0.4200737032401616,-10.953378115000056,2001,10,4,0,274,40,1,0,3.8351063829787235,3.7172131147540983,3.516464471403813,3.4,3.1011470281543274,188.0,577.0,160.0,3.6557840591571282,0.21666939260571133,3.415032679738562,3.8351063829787235,3.6236045171205613,0.14855115451014095,3.415032679738562,3.8351063829787235,3.4700524266516966,0.3061477234987563,2.8983050847457625,3.8351063829787235,246.0,59.02541825349699,188.0,306.0,299.0,146.67787835934988,177.0,577.0,24130,3.507169498549523
2001-11,3.576388888888889,288,1.2719425244564762,4.0,6,257,2001-11-01,3.53746885977803,0.1613562091503269,4.724880382775121,2001,11,4,3,305,44,1,0,3.415032679738562,3.8351063829787235,3.7172131147540983,3.6589403973509933,3.8313008130081303,306.0,244.0,302.0,3.6088426505353914,0.2119089757944013,3.415032679738562,3.8351063829787235,3.6098459323768766,0.14844670877068053,3.415032679738562,3.8351063829787235,3.448809766308426,0.2870512709624378,2.8983050847457625,3.8351063829787235,260.6666666666667,63.57148207595584,188.0,306.0,296.6666666666667,146.7319551654203,177.0,577.0,24418,3.5079859120321073
2001-12,3.620985010706638,467,1.046057740238165,4.0,11,415,2001-12-01,3.5657912998651757,0.04459612181774908,1.2469595226710428,2001,12,4,5,335,48,1,0,3.576388888888889,3.415032679738562,3.8351063829787235,3.598870056497175,2.8983050847457625,288.0,188.0,177.0,3.53746885977803,0.10835205192929664,3.415032679738562,3.620985010706638,3.613531758078454,0.14839422096047516,3.415032679738562,3.8351063829787235,3.509033093471832,0.23148718293956783,2.918918918918919,3.8351063829787235,353.6666666666667,98.56131763188584,288.0,467.0,345.0,147.19239110769354,188.0,577.0,24885,3.5101064898533254
2002-01,3.5,66,0.8458041235325205,3.0,5,62,2002-01-01,3.738526535100411,-0.12098501070663792,-3.341218214074504,2002,1,1,1,1,1,1,0,3.620985010706638,3.576388888888889,3.415032679738562,3.516464471403813,3.3577235772357725,467.0,306.0,577.0,3.5657912998651757,0.061184760143015764,3.5,3.620985010706638,3.6107876795111515,0.15068274368303633,3.415032679738562,3.8351063829787235,3.5208894620355182,0.2266253656440176,2.918918918918919,3.8351063829787235,273.6666666666667,200.88388022271363,66.0,467.0,259.8333333333333,133.28528300854123,66.0,467.0,24951,3.510079756322392
2002-02,4.094594594594595,148,0.9428415427124859,4.0,6,147,2002-02-01,3.5187110187110187,0.5945945945945947,16.988416988417,2002,2,1,4,32,5,1,0,3.5,3.620985010706638,3.576388888888889,3.7172131147540983,3.4927536231884058,66.0,288.0,244.0,3.738526535100411,0.3142414524659134,3.5,4.094594594594595,3.6736845928179016,0.2500132291755955,3.415032679738562,4.094594594594595,3.5710428763193676,0.2801154297803286,2.918918918918919,4.094594594594595,227.0,211.85136298829957,66.0,467.0,243.83333333333334,141.09913772474633,66.0,467.0,25099,3.513526435316148
2002-03,2.9615384615384617,78,1.0375083500500497,3.0,5,78,2002-03-01,3.543645401913119,-1.133056133056133,-27.67199796902767,2002,3,1,4,60,9,1,0,4.094594594594595,3.5,3.620985010706638,3.8351063829787235,2.918918918918919,148.0,467.0,188.0,3.5187110187110187,0.5667597611245286,2.9615384615384617,4.094594594594595,3.528089939244524,0.3650866672111388,2.9615384615384617,4.094594594594595,3.574594504870996,0.2712244627356342,2.9615384615384617,4.094594594594595,97.33333333333333,44.286943147317366,66.0,148.0,225.5,156.1483269202724,66.0,467.0,25177,3.511816340310601
2002-04,3.574803149606299,635,0.9977868652078125,4.0,9,579,2002-04-01,3.44038391257568,0.6132646880678374,20.70763881787503,2002,4,2,0,91,14,1,0,2.9615384615384617,4.094594594594595,3.5,3.415032679738562,3.4,78.0,66.0,306.0,3.543645401913119,0.5671703043134518,2.9615384615384617,4.094594594594595,3.554718350889147,0.36099504681690464,2.9615384615384617,4.094594594594595,3.589161434004854,0.265631367663972,2.9615384615384617,4.094594594594595,287.0,303.4023730955317,78.0,635.0,280.3333333333333,230.25261489648042,66.0,635.0,25812,3.5133658763365876
2002-05,3.7848101265822787,158,0.9053399414464863,4.0,7,150,2002-05-01,3.5008234730152403,0.2100069769759796,5.874644510121008,2002,5,2,2,121,18,1,0,3.574803149606299,2.9615384615384617,4.094594594594595,3.576388888888889,3.6589403973509933,635.0,148.0,288.0,3.44038391257568,0.4277796828730011,2.9615384615384617,3.7848101265822787,3.5894552238380455,0.37331483498583556,2.9615384615384617,4.094594594594595,3.599650578107461,0.27106679817660606,2.9615384615384617,4.094594594594595,290.3333333333333,301.1583193825692,78.0,635.0,258.6666666666667,235.44482722427122,66.0,635.0,25970,3.5150173276857912
2002-06,3.142857142857143,84,1.20383781022273,3.0,6,81,2002-06-01,3.446596160520212,-0.6419529837251359,-16.961299569995226,2002,6,2,5,152,22,1,0,3.7848101265822787,3.574803149606299,2.9615384615384617,3.620985010706638,3.598870056497175,158.0,78.0,467.0,3.5008234730152403,0.32730819228945324,3.142857142857143,3.7848101265822787,3.5097672458631295,0.41404697935764995,2.9615384615384617,4.094594594594595,3.5616495019707917,0.30144801325272236,2.9615384615384617,4.094594594594595,292.3333333333333,299.0557361652398,84.0,635.0,194.83333333333334,219.01088253022257,66.0,635.0,26054,3.5138174560528133
2002-07,3.412121212121212,165,1.168634176668033,4.0,8,153,2002-07-01,3.3534842691777,0.2692640692640693,8.567493112947666,2002,7,3,0,182,27,1,0,3.142857142857143,3.7848101265822787,3.574803149606299,3.5,3.516464471403813,84.0,635.0,66.0,3.446596160520212,0.32236206333676526,3.142857142857143,3.7848101265822787,3.4951207812166647,0.4160112356246901,2.9615384615384617,4.094594594594595,3.5529542303639077,0.3043606833306257,2.9615384615384617,4.094594594594595,135.66666666666666,44.88132499529936,84.0,165.0,211.33333333333334,210.9442264359633,78.0,635.0,26219,3.5131774667226057
2002-08,3.5054744525547443,548,1.2487533649361553,4.0,7,479,2002-08-01,3.614856776451847,0.09335324043353221,2.735929781799795,2002,8,3,3,213,31,1,0,3.412121212121212,3.142857142857143,3.7848101265822787,4.094594594594595,3.7172131147540983,165.0,158.0,148.0,3.3534842691777,0.18828581101984904,3.142857142857143,3.5054744525547443,3.3969340908766896,0.2994065227929074,2.9615384615384617,3.7848101265822787,3.535309341847295,0.300079826386076,2.9615384615384617,4.094594594594595,265.6666666666667,247.83932967415313,84.0,548.0,278.0,247.04412561321968,78.0,635.0,26767,3.5130197631411813
2002-09,3.926974664679583,671,0.918647414676323,4.0,9,544,2002-09-01,3.6712387782883944,0.42150021212483857,12.024056025216634,2002,9,3,6,244,35,1,0,3.5054744525547443,3.412121212121212,3.142857142857143,2.9615384615384617,3.8351063829787235,548.0,84.0,78.0,3.614856776451847,0.2743025500950857,3.412121212121212,3.926974664679583,3.557840124733543,0.27721849682007466,3.142857142857143,3.926974664679583,3.542965031989034,0.3094492274968659,2.9615384615384617,4.094594594594595,461.3333333333333,263.8983390120775,165.0,671.0,376.8333333333333,268.6986540097789,84.0,671.0,27438,3.5231430862307747
2002-10,3.581267217630854,363,1.178012908173293,4.0,9,328,2002-10-01,3.5433977006075446,-0.3457074470487287,-8.80340405957104,2002,10,4,1,274,40,1,0,3.926974664679583,3.5054744525547443,3.412121212121212,3.574803149606299,3.415032679738562,671.0,165.0,635.0,3.6712387782883944,0.22469260891423748,3.5054744525547443,3.926974664679583,3.5589174694043026,0.27731014959263806,3.142857142857143,3.926974664679583,3.5568179101467248,0.30691198209022513,2.9615384615384617,4.094594594594595,527.3333333333334,155.0365548292831,363.0,671.0,331.5,237.5733570920785,84.0,671.0,27801,3.523902017913025
2002-11,3.1219512195121952,41,0.8998644884431076,3.0,4,41,2002-11-01,3.3847580331103835,-0.459315998118659,-12.82551594746717,2002,11,4,4,305,44,1,0,3.581267217630854,3.926974664679583,3.5054744525547443,3.7848101265822787,3.576388888888889,363.0,548.0,158.0,3.5433977006075446,0.40384559185037133,3.1219512195121952,3.926974664679583,3.448440984892622,0.3003951679148467,3.1219512195121952,3.926974664679583,3.5189481043653337,0.33134178473038917,2.9615384615384617,4.094594594594595,358.3333333333333,315.0259248591034,41.0,671.0,312.0,258.5389719171952,41.0,671.0,27842,3.5233101070325406
2002-12,3.4510556621880997,521,1.0275081128126249,4.0,9,478,2002-12-01,3.412559180127644,0.32910444267590444,10.541626679462567,2002,12,4,6,335,48,1,0,3.1219512195121952,3.581267217630854,3.926974664679583,3.142857142857143,3.620985010706638,41.0,671.0,84.0,3.3847580331103835,0.23672627282988587,3.1219512195121952,3.581267217630854,3.4998074047811145,0.26152651185077713,3.1219512195121952,3.926974664679583,3.504787325322122,0.33021379890820485,2.9615384615384617,4.094594594594595,308.3333333333333,244.62488289896737,41.0,521.0,384.8333333333333,242.52044587347038,41.0,671.0,28363,3.5219828650001763
2003-01,3.6646706586826348,501,1.0076355200752733,4.0,9,437,2003-01-01,3.4659258676406726,0.21361499649453508,6.189845004096384,2003,1,1,2,1,1,1,0,3.4510556621880997,3.1219512195121952,3.581267217630854,3.412121212121212,3.5,521.0,363.0,165.0,3.412559180127644,0.2734000397981722,3.1219512195121952,3.6646706586826348,3.541898979208019,0.2648929603751549,3.1219512195121952,3.926974664679583,3.5185098802123416,0.3334029424712576,2.9615384615384617,4.094594594594595,354.3333333333333,271.5388247255509,41.0,521.0,440.8333333333333,219.28649449217536,41.0,671.0,28864,3.524459534368071
2003-02,3.282051282051282,156,1.0823801240031414,3.0,9,148,2003-02-01,3.503618319120332,-0.3826193766313528,-10.440757499581032,2003,2,1,5,32,5,1,0,3.6646706586826348,3.4510556621880997,3.1219512195121952,3.5054744525547443,4.094594594594595,501.0,41.0,548.0,3.4659258676406726,0.19174263767115646,3.282051282051282,3.6646706586826348,3.5046617841241083,0.28590761783170743,3.1219512195121952,3.926974664679583,3.450797937500399,0.284725214709156,2.9615384615384617,3.926974664679583,392.6666666666667,205.20315137281256,156.0,521.0,375.5,238.52358373963824,41.0,671.0,29020,3.52315644383184
2003-03,3.5641330166270784,842,1.1337629081379257,4.0,10,722,2003-03-01,3.2228021736335273,0.28208173457579644,8.594677850356302,2003,3,1,5,60,9,1,0,3.282051282051282,3.6646706586826348,3.4510556621880997,3.926974664679583,2.9615384615384617,156.0,521.0,671.0,3.503618319120332,0.19835805580865876,3.282051282051282,3.6646706586826348,3.4441881761153574,0.20589421773803776,3.1219512195121952,3.6646706586826348,3.50101415042445,0.24025798930237532,3.1219512195121952,3.926974664679583,499.6666666666667,343.0019436290899,156.0,842.0,404.0,286.32010058673876,41.0,842.0,29862,3.5243118344384166
2003-04,2.8222222222222224,45,0.9363587329478358,3.0,5,44,2003-04-01,3.2578969217216973,-0.741910794404856,-20.816024288200218,2003,4,2,1,91,14,1,0,3.5641330166270784,3.282051282051282,3.6646706586826348,3.581267217630854,3.574803149606299,842.0,501.0,363.0,3.2228021736335273,0.3744873153390305,2.8222222222222224,3.5641330166270784,3.317680676880585,0.3111232053362041,2.8222222222222224,3.6646706586826348,3.438299073142444,0.3079371851575349,2.8222222222222224,3.926974664679583,347.6666666666667,431.6877729717781,45.0,842.0,351.0,322.5653422176664,41.0,842.0,29907,3.5232554251513024
2003-05,3.3873355263157894,608,1.1433732021211982,3.5,11,521,2003-05-01,3.2464580874331603,0.565113304093567,20.023699751346857,2003,5,2,3,121,18,1,0,2.8222222222222224,3.5641330166270784,3.282051282051282,3.1219512195121952,3.7848101265822787,45.0,156.0,41.0,3.2578969217216973,0.3875224780358681,2.8222222222222224,3.5641330166270784,3.3619113946811843,0.2962404036179223,2.8222222222222224,3.6646706586826348,3.4051761897869035,0.2880088821480647,2.8222222222222224,3.926974664679583,498.3333333333333,409.66124216641896,45.0,842.0,445.5,295.5027918649842,45.0,842.0,30515,3.5205472718335247
2003-06,3.529816513761468,872,0.9528040499329046,3.5,9,785,2003-06-01,3.5523840133590863,0.1424809874456785,4.206285038454594,2003,6,2,6,152,22,1,0,3.3873355263157894,2.8222222222222224,3.5641330166270784,3.4510556621880997,3.142857142857143,608.0,842.0,521.0,3.2464580874331603,0.37424224767432096,2.8222222222222224,3.529816513761468,3.375038203276746,0.3026560535126102,2.8222222222222224,3.6646706586826348,3.4374228040289303,0.2774373109494392,2.8222222222222224,3.926974664679583,508.3333333333333,422.4125155974114,45.0,872.0,504.0,344.1737933079742,45.0,872.0,31387,3.5208047917927803
2003-07,3.74,275,1.0066566764461335,4.0,11,249,2003-07-01,3.4457080686897203,0.21018348623853234,5.954515919428216,2003,7,3,1,182,27,1,0,3.529816513761468,3.3873355263157894,2.8222222222222224,3.6646706586826348,3.412121212121212,872.0,45.0,501.0,3.5523840133590863,0.17741202546137297,3.3873355263157894,3.74,3.3875930934963066,0.3182350816209961,2.8222222222222224,3.74,3.4647460363521625,0.2905543537398488,2.8222222222222224,3.926974664679583,585.0,299.1638347126871,275.0,872.0,466.3333333333333,356.70641523060226,45.0,872.0,31662,3.522708609689849
2003-08,3.0673076923076925,104,0.8420320206641487,3.0,7,102,2003-08-01,3.4003242835595784,-0.6726923076923077,-17.98642533936652,2003,8,3,4,213,31,1,0,3.74,3.529816513761468,3.3873355263157894,3.282051282051282,3.5054744525547443,275.0,608.0,156.0,3.4457080686897203,0.3441430053137662,3.0673076923076925,3.74,3.3518024952057086,0.34354787106517526,2.8222222222222224,3.74,3.428232139664908,0.3117311509011895,2.8222222222222224,3.926974664679583,417.0,403.2108629489043,104.0,872.0,457.6666666666667,366.25819672284035,45.0,872.0,31766,3.5212176540955737
2003-09,3.3936651583710407,221,0.9729316784892017,3.5,7,217,2003-09-01,3.1869909502262446,0.32635746606334815,10.639867232159306,2003,9,3,0,244,36,1,0,3.0673076923076925,3.74,3.529816513761468,3.5641330166270784,3.926974664679583,104.0,872.0,842.0,3.4003242835595784,0.3363955902926016,3.0673076923076925,3.74,3.323391185496369,0.32922658327993354,2.8222222222222224,3.74,3.3837896808058634,0.2692900766170332,2.8222222222222224,3.74,200.0,87.41281370600272,104.0,275.0,354.1666666666667,320.85848386269436,45.0,872.0,31987,3.5203363866570796
2003-10,3.1,120,1.2794431561878652,3.5,7,113,2003-10-01,3.3099038899996494,-0.29366515837104057,-8.653333333333324,2003,10,4,2,274,40,1,0,3.3936651583710407,3.0673076923076925,3.74,2.8222222222222224,3.581267217630854,221.0,275.0,45.0,3.1869909502262446,0.17972998631216328,3.0673076923076925,3.3936651583710407,3.369687481792665,0.25605621468519674,3.0673076923076925,3.74,3.3436840793366254,0.27301786374444764,2.8222222222222224,3.74,148.33333333333334,63.43763341529793,104.0,221.0,366.6666666666667,307.59172073816757,104.0,872.0,32107,3.5187653782664214
2003-11,3.436046511627907,86,0.9003153422319744,3.5,9,81,2003-11-01,3.388827098078868,0.3360465116279068,10.840210052513122,2003,11,4,5,305,44,1,0,3.1,3.3936651583710407,3.0673076923076925,3.3873355263157894,3.1219512195121952,120.0,104.0,608.0,3.3099038899996494,0.1830130515938932,3.1,3.436046511627907,3.3778059793446844,0.2574958379254815,3.0673076923076925,3.74,3.369858687012935,0.2647589521000249,2.8222222222222224,3.74,142.33333333333334,70.21633238309823,86.0,221.0,279.6666666666667,299.3931640279499,86.0,872.0,32193,3.518544404062995
2003-12,3.630434782608696,184,0.7870869207781706,3.5,10,169,2003-12-01,3.42144100695177,0.19438827098078892,5.657323622452748,2003,12,4,0,335,49,1,0,3.436046511627907,3.1,3.3936651583710407,3.529816513761468,3.4510556621880997,86.0,221.0,872.0,3.388827098078868,0.2683514848332681,3.1,3.630434782608696,3.3945756908192224,0.2722305284394179,3.0673076923076925,3.74,3.3848069470479842,0.2746395781862552,2.8222222222222224,3.74,130.0,49.759421218503036,86.0,184.0,165.0,74.27516408598704,86.0,275.0,32377,3.519180282299163
2004-01,3.197841726618705,139,1.0314242036191947,3.5,9,130,2004-01-01,3.4823421697424677,-0.43259305598999065,-11.915736871580584,2004,1,1,3,1,1,1,0,3.630434782608696,3.436046511627907,3.1,3.74,3.6646706586826348,184.0,120.0,275.0,3.42144100695177,0.2166660531735951,3.197841726618705,3.630434782608696,3.304215978589007,0.21951962864541025,3.0673076923076925,3.630434782608696,3.345904536042657,0.2642600995826035,2.8222222222222224,3.74,136.33333333333334,49.054391580507215,86.0,184.0,142.33333333333334,51.14163339850395,86.0,221.0,32516,3.5178066182802312
2004-02,3.61875,160,0.8786200944892233,4.0,8,157,2004-02-01,3.52914168665068,0.4209082733812948,13.16226096737907,2004,2,1,6,32,5,1,0,3.197841726618705,3.630434782608696,3.436046511627907,3.0673076923076925,3.282051282051282,139.0,86.0,104.0,3.4823421697424677,0.2464538702056953,3.197841726618705,3.630434782608696,3.396123029871058,0.21590229960199325,3.1,3.630434782608696,3.3739627625383832,0.27453889322300995,2.8222222222222224,3.74,161.0,22.51666049840381,139.0,184.0,151.66666666666666,47.74376049984931,86.0,221.0,32676,3.5183008936222304
2004-03,3.7708333333333335,216,1.012494616695422,4.0,10,207,2004-03-01,3.664395645645646,0.15208333333333357,4.202648244099039,2004,3,1,0,61,10,1,0,3.61875,3.197841726618705,3.630434782608696,3.3936651583710407,3.5641330166270784,160.0,184.0,221.0,3.52914168665068,0.29681994998203093,3.197841726618705,3.7708333333333335,3.458984392364774,0.26448496361352003,3.1,3.7708333333333335,3.3911877889305715,0.2933921900221117,2.8222222222222224,3.7708333333333335,171.66666666666666,39.80368492154591,139.0,216.0,150.83333333333334,46.31378484497863,86.0,216.0,32892,3.5199592606104826
